"","Date","BarcodeID","SpeciesID","CountTotal","SizeMean","SizeMedian","SizeSD","BiomassTotal","Notes.x","TripID","Region","Reach","RiverMile","Collector","SampleNumber","DepthTotal","DepthSample","DepthIntegrated","GearID","TimeDay","TimeBegin","TimeElapsed","SuspendedLoad","FmUse","FiltrationEfficiency","Distance","Velocity","Volume","FlagStrange","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes.y","Density","X_00060_00003"
"150",2008-11-23,"D05955","NZMS",0,NA,NA,NA,0,NA,"LF20081122","GrandCanyon","CRLeesFerry",0,"","12",NA,NA,1,4,"Day","16:31:00",5.73,"","Net",NA,117.1,0.34,23.74,FALSE,"","Foodbase",2009-03-24,NA,FALSE,"","","Discharge = 9540 cfs. Original SampleID 133. Barcode retroactively assigned (2017-07-06 JDM). ",0,9780
"151",2008-11-23,"D05959","NZMS",175,0.53,0.5,0.14,0.85,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081122","GrandCanyon","CRLeesFerry",0,"","16",NA,NA,1,4,"Night","21:29:00",5.43,"","Net",NA,155.21,0.48,31.46,FALSE,"","Foodbase",2009-03-24,NA,FALSE,"","","Discharge = 11900 cfs. Original SampleID 137. Barcode retroactively assigned (2017-07-06 JDM). ",59877.6184916873,9780
"152",2008-11-24,"D05968","NZMS",12,0.5,0.5,0,0.04,NA,"LF20081122","GrandCanyon","CRLeesFerry",0,"","18",NA,NA,1,4,"Crepuscular","06:59:00",5.53,"","Net",NA,100.63,0.3,20.4,FALSE,"","Foodbase",2009-03-24,NA,FALSE,"","","Discharge = 7590 cfs. Original SampleID 139. Barcode retroactively assigned (2017-07-06 JDM). ",4921.40244383171,10400
"153",2008-11-24,"D05969","NZMS",92,0.52,0.5,0.09,0.39,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081122","GrandCanyon","CRLeesFerry",0,"","19",NA,NA,1,4,"Crepuscular","07:09:00",5.53,"","Net",NA,100.5,0.3,20.37,FALSE,"","Foodbase",2009-03-24,NA,FALSE,"","","Discharge = 7620 cfs. Original SampleID 140. Barcode retroactively assigned (2017-07-06 JDM). ",37786.320187299,10400
"154",2008-11-24,"D05973","NZMS",90,0.52,0.5,0.09,0.38,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081122","GrandCanyon","CRLeesFerry",0,"","17",NA,NA,1,4,"Crepuscular","06:50:00",5.78,"","Net",NA,96.49,0.28,19.56,FALSE,"","Foodbase",2009-03-24,NA,FALSE,"","","Discharge = 7560 cfs. Original SampleID 138. Barcode retroactively assigned (2017-07-06 JDM). ",38495.6326127941,10400
"155",2008-12-19,"D05994","NZMS",434,0.5,0.5,0.07,1.72,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","13:21:00",5.17,"","Net",NA,170.98,0.55,34.66,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 15500 cfs. Original SampleID 271. Barcode retroactively assigned (2017-07-06 JDM). ",34875.9575111518,13600
"156",2008-12-19,"D05993","NZMS",460,0.5,0.5,0,1.71,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","13:12:00",5.18,"","Net",NA,156.56,0.5,31.73,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 15500 cfs. Original SampleID 270. Barcode retroactively assigned (2017-07-06 JDM). ",40378.7367908955,13600
"157",2008-12-19,"D05995","NZMS",468,0.52,0.5,0.09,2,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","13:30:00",5.3,"","Net",NA,162.1,0.51,32.86,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 15500 cfs. Original SampleID 272. Barcode retroactively assigned (2017-07-06 JDM). ",39668.270197647,13600
"158",2008-12-20,"D06004","NZMS",110,0.5,0.5,0,0.41,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","4",NA,NA,1,4,"Crepuscular","08:16:00",5.42,"","Net",NA,129.01,0.4,26.15,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 10300 cfs. Original SampleID 273. Barcode retroactively assigned (2017-07-06 JDM). ",16024.196061302,12600
"159",2008-12-20,"D06005","NZMS",145,0.54,0.5,0.26,1.01,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","5",NA,NA,1,4,"Day","08:27:00",5.58,"","Net",NA,133.77,0.4,27.12,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 10500 cfs. Original SampleID 274. Barcode retroactively assigned (2017-07-06 JDM). ",20367.3053819529,12600
"160",2008-12-20,"D06008","NZMS",189,0.51,0.5,0.11,0.81,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","9",NA,NA,1,4,"Day","10:22:00",5.22,"","Net",NA,134.66,0.43,27.3,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11650 cfs. Original SampleID 278. Barcode retroactively assigned (2017-07-06 JDM). ",26372.68911208,12600
"161",2008-12-20,"D06010","NZMS",98,0.53,0.5,0.21,0.58,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","08:37:00",5.17,"","Net",NA,125.65,0.41,25.47,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 10600 cfs. Original SampleID 275. Barcode retroactively assigned (2017-07-06 JDM). ",14657.2464026479,12600
"162",2008-12-20,"D06012","NZMS",265,0.5,0.5,0,0.98,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","15",NA,NA,1,4,"Day","13:43:00",5.08,"","Net",NA,144.37,0.47,29.26,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 13200 cfs. Original SampleID 280. Barcode retroactively assigned (2017-07-06 JDM). ",34500.6128925023,12600
"163",2008-12-20,"D06013","NZMS",180,0.5,0.5,0,0.67,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","16",NA,NA,1,4,"Day","13:52:00",5.37,"","Net",NA,142.22,0.44,28.83,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 13050 cfs. Original SampleID 281. Barcode retroactively assigned (2017-07-06 JDM). ",23783.902771907,12600
"164",2008-12-20,"D06006","NZMS",168,0.53,0.5,0.15,0.83,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","7",NA,NA,1,4,"Day","10:04:00",5.2,"","Net",NA,141.04,0.45,28.59,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11400 cfs. Original SampleID 276. Barcode retroactively assigned (2017-07-06 JDM). ",22384.6539274737,12600
"165",2008-12-20,"D06007","NZMS",76,0.53,0.5,0.12,0.36,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","8",NA,NA,1,4,"Day","10:13:00",5,"","Net",NA,133.91,0.45,27.14,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11600 cfs. Original SampleID 277. Barcode retroactively assigned (2017-07-06 JDM). ",10667.4104817551,12600
"166",2008-12-20,"D06011","NZMS",289,0.5,0.5,0,1.07,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20081219","GrandCanyon","CRLeesFerry",0,"","14",NA,NA,1,4,"Day","13:35:00",5.32,"","Net",NA,147.25,0.46,29.85,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 13200 cfs. Original SampleID 279. Barcode retroactively assigned (2017-07-06 JDM). ",36881.5160968116,12600
"167",2009-01-30,"D06066","NZMS",242,0.5,0.5,0,0.9,NA,"LF20090130","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","13:10:00",5.32,"","Net",NA,143.4,0.45,29.07,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 15575 cfs. Original SampleID 260. Barcode retroactively assigned (2017-07-06 JDM). ",23186.5056644963,13600
"168",2009-01-30,"D06064","NZMS",211,0.52,0.5,0.13,0.99,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20090130","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","12:53:00",5.25,"","Net",NA,166.59,0.53,33.77,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 15650 cfs. Original SampleID 258. Barcode retroactively assigned (2017-07-06 JDM). ",17402.6891746694,13600
"169",2009-01-30,"D06065","NZMS",54,0.5,0.5,0,0.2,NA,"LF20090130","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","13:01:00",5.53,"","Net",NA,156.07,0.47,31.64,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 15600 cfs. Original SampleID 259. Barcode retroactively assigned (2017-07-06 JDM). ",4753.5958330303,13600
"170",2009-01-31,"D06067","NZMS",76,0.52,0.5,0.1,0.33,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20090130","GrandCanyon","CRLeesFerry",0,"","15",NA,NA,1,4,"Crepuscular","17:08:00",5.85,"","Net",NA,142.11,0.4,28.81,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11850 cfs. Original SampleID 268. Barcode retroactively assigned (2017-07-06 JDM). ",11092.6132203771,12300
"171",2009-01-31,"D06068","NZMS",44,0.5,0.5,0,0.16,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20090130","GrandCanyon","CRLeesFerry",0,"","4",NA,NA,1,4,"Day","08:49:00",5.33,"","Net",NA,129.79,0.41,26.31,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 10200 cfs. Original SampleID 261. Barcode retroactively assigned (2017-07-06 JDM). ",7032.26721012562,12300
"172",2009-01-31,"D06085","NZMS",92,0.52,0.5,0.09,0.39,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20090130","GrandCanyon","CRLeesFerry",0,"","8",NA,NA,1,4,"Day","11:38:00",5.27,"","Net",NA,146.28,0.46,29.65,FALSE,"","Foodbase",2009-04-07,NA,FALSE,"","","Discharge = 12950 cfs. Original SampleID 265. Barcode retroactively assigned (2017-07-06 JDM). ",13047.4807814298,12300
"173",2009-01-31,"D06080","NZMS",84,0.5,0.5,0,0.31,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20090130","GrandCanyon","CRLeesFerry",0,"","9",NA,NA,1,4,"Day","11:45:00",5.25,"","Net",NA,148.84,0.47,30.17,FALSE,"","Foodbase",2009-04-07,NA,FALSE,"","","Discharge = 13100 cfs. Original SampleID 266. Barcode retroactively assigned (2017-07-06 JDM). ",11707.5901897324,12300
"174",2009-01-31,"D06082","NZMS",10,0.5,0.5,0,0.04,NA,"LF20090130","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","09:06:00",5.22,"","Net",NA,123.5,0.39,25.03,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 10550 cfs. Original SampleID 263. Barcode retroactively assigned (2017-07-06 JDM). ",1679.97448787278,12300
"175",2009-01-31,"D06069","NZMS",42,0.5,0.5,0,0.16,NA,"LF20090130","GrandCanyon","CRLeesFerry",0,"","14",NA,NA,1,4,"Crepuscular","17:00:00",5.48,"","Net",NA,143.3,0.44,29.05,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11900 cfs. Original SampleID 267. Barcode retroactively assigned (2017-07-06 JDM). ",6079.48358045143,12300
"176",2009-01-31,"D06070","NZMS",77,0.5,0.5,0,0.29,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20090130","GrandCanyon","CRLeesFerry",0,"","16",NA,NA,1,4,"Crepuscular","17:17:00",5.75,"","Net",NA,136.14,0.39,27.6,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11800 cfs. Original SampleID 269. Barcode retroactively assigned (2017-07-06 JDM). ",11731.2740225438,12300
"177",2009-01-31,"D06077","NZMS",3,0.5,0.5,0,0.01,NA,"LF20090130","GrandCanyon","CRLeesFerry",0,"","5",NA,NA,1,4,"Day","08:57:00",5.3,"","Net",NA,124.71,0.39,25.28,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 10400 cfs. Original SampleID 262. Barcode retroactively assigned (2017-07-06 JDM). ",499.008244835313,12300
"178",2009-01-31,"D06084","NZMS",98,0.52,0.5,0.1,0.43,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM).","LF20090130","GrandCanyon","CRLeesFerry",0,"","7",NA,NA,1,4,"Day","11:31:00",5.83,"","Net",NA,168.96,0.48,34.25,FALSE,"","Foodbase",2009-04-07,NA,FALSE,"","","Discharge = 12800 cfs. Original SampleID 264. Barcode retroactively assigned (2017-07-06 JDM). ",12031.7565555698,12300
"179",2009-03-01,"D06102","NZMS",19,0.53,0.5,0.11,0.09,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","09:05:00",5.28,"","Net",NA,92.32,0.29,18.71,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 7935 cfs. Original SampleID 328. Barcode retroactively assigned (2017-07-06 JDM). ",10839.9529252992,9800
"180",2009-03-01,"D06101","NZMS",2,0.5,0.5,0,0.01,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","08:57:00",5.33,"","Net",NA,90.28,0.28,18.3,FALSE,"","Foodbase",2009-03-11,NA,FALSE,"","","Discharge = 7870 cfs. Original SampleID 327. Barcode retroactively assigned (2017-07-06 JDM). ",1166.61213248403,9800
"181",2009-03-01,"D06100","NZMS",7,0.5,0.5,0,0.03,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","08:50:00",5.43,"","Net",NA,53.8,0.17,10.91,FALSE,"","Foodbase",2009-03-10,NA,FALSE,"","","Discharge = 7815 cfs. Original SampleID 326. Barcode retroactively assigned (2017-07-06 JDM). ",6848.90074111843,9800
"182",2009-03-02,"D06104","NZMS",8,0.56,0.5,0.18,0.05,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","5",NA,NA,1,4,"Day","09:18:00",5.58,"","Net",NA,101.2,0.3,20.51,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 9430 cfs. Original SampleID 329. Barcode retroactively assigned (2017-07-06 JDM). ",3018.17746475467,10600
"183",2009-03-02,"D06105","NZMS",13,0.5,0.5,0,0.05,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","09:26:00",5.87,"","Net",NA,97.27,0.28,19.72,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 9700 cfs. Original SampleID 330. Barcode retroactively assigned (2017-07-06 JDM). ",5101.01836604676,10600
"184",2009-03-02,"D06113","NZMS",23,0.52,0.5,0.1,0.1,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","16",NA,NA,1,4,"Day","14:58:00",5.13,"","Net",NA,97.43,0.32,19.75,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11700 cfs. Original SampleID 336. Barcode retroactively assigned (2017-07-06 JDM). ",9011.16997119443,10600
"185",2009-03-02,"D06112","NZMS",23,0.5,0.5,0,0.09,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","14",NA,NA,1,4,"Day","14:42:00",5.15,"","Net",NA,117.42,0.38,23.8,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11700 cfs. Original SampleID 334. Barcode retroactively assigned (2017-07-06 JDM). ",7477.75659374328,10600
"186",2009-03-02,"D06122","NZMS",100,0.52,0.5,0.1,0.44,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","11",NA,NA,1,4,"Day","13:44:00",5.2,"","Net",NA,113.28,0.36,22.96,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 12100 cfs. Original SampleID 332. Barcode retroactively assigned (2017-07-06 JDM). ",33701.4480629999,10600
"187",2009-03-02,"D06118","NZMS",28,0.52,0.5,0.09,0.12,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","10",NA,NA,1,4,"Day","13:34:00",5.02,"","Net",NA,119.49,0.4,24.22,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 12000 cfs. Original SampleID 331. Barcode retroactively assigned (2017-07-06 JDM). ",8945.49419105756,10600
"188",2009-03-02,"D06119","NZMS",15,0.53,0.5,0.13,0.07,NA,"LF20090301","GrandCanyon","CRLeesFerry",0,"","15",NA,NA,1,4,"Day","14:50:00",5.17,"","Net",NA,102.14,0.33,20.7,FALSE,"","Foodbase",2009-03-25,NA,FALSE,"","","Discharge = 11700 cfs. Original SampleID 335. Barcode retroactively assigned (2017-07-06 JDM). ",5607.13947482955,10600
"189",2009-03-29,"D06147","NZMS",1,2,2,NA,0.11,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","5",NA,NA,1,4,"Day","12:29:00",5.2,"","Net",NA,93.05,0.3,18.86,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 10800 cfs. Original SampleID 342. Barcode retroactively assigned (2017-07-06 JDM). ",561.275008021307,9820
"190",2009-03-29,"D06136","NZMS",4,0.62,0.5,0.25,0.03,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","08:39:00",5.25,"","Net",NA,71.5,0.23,14.49,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 8090 cfs. Original SampleID 339. Barcode retroactively assigned (2017-07-06 JDM). ",2922.19369255537,9820
"191",2009-03-29,"D06148","NZMS",5,0.5,0.5,0,0.02,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","08:21:00",5.3,"","Net",NA,46.4,0.15,9.41,TRUE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 8020 cfs. Original SampleID 338. Very few net flowmeter clicks verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM). ",5624.67941088302,9820
"192",2009-03-29,"D06145","NZMS",0,NA,NA,NA,0,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","12",NA,NA,1,4,"Day","16:06:00",5.45,"","Net",NA,95.44,0.29,19.35,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 9760 cfs. Original SampleID 345. Barcode retroactively assigned (2017-07-06 JDM). ",0,9820
"193",2009-03-29,"D06146","NZMS",4,0.75,0.75,0.29,0.05,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","13",NA,NA,1,4,"Day","16:17:00",5.48,"","Net",NA,103.46,0.31,20.97,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 9660 cfs. Original SampleID 346. Barcode retroactively assigned (2017-07-06 JDM). ",2019.19821674427,9820
"194",2009-03-29,"D06139","NZMS",0,NA,NA,NA,0,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","12:39:00",5.22,"","Net",NA,105.29,0.34,21.34,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 10850 cfs. Original SampleID 343. Barcode retroactively assigned (2017-07-06 JDM). ",0,9820
"195",2009-03-29,"D06144","NZMS",2,0.5,0.5,0,0.01,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","11",NA,NA,1,4,"Day","15:55:00",5.4,"","Net",NA,101.31,0.31,20.54,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 9875 cfs. Original SampleID 344. Barcode retroactively assigned (2017-07-06 JDM). ",1030.73482485704,9820
"196",2009-03-29,"D06138","NZMS",10,0.6,0.5,0.21,0.07,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","4",NA,NA,1,4,"Day","12:19:00",5.47,"","Net",NA,112.66,0.34,22.84,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 10800 cfs. Original SampleID 341. Barcode retroactively assigned (2017-07-06 JDM). ",4634.69643226,9820
"197",2009-03-30,"D06152","NZMS",14,0.5,0.5,0,0.05,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","15",NA,NA,1,4,"Day","12:34:00",5.08,"","Net",NA,136.63,0.45,27.69,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 12000 cfs. Original SampleID 348. Barcode retroactively assigned (2017-07-06 JDM). ",4400.95524139009,10300
"198",2009-03-30,"D06153","NZMS",23,0.5,0.5,0,0.09,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","16",NA,NA,1,4,"Day","12:52:00",5.38,"","Net",NA,115,0.36,23.31,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 11800 cfs. Original SampleID 349. Barcode retroactively assigned (2017-07-06 JDM). ",8588.7000201756,10300
"199",2009-03-30,"D06151","NZMS",2,0.5,0.5,0,0.01,NA,"LF20090329","GrandCanyon","CRLeesFerry",0,"","14",NA,NA,1,4,"Day","12:25:00",5.23,"","Net",NA,131.19,0.42,26.59,FALSE,"","Foodbase",2009-04-02,NA,FALSE,"","","Discharge = 12000 cfs. Original SampleID 347. Barcode retroactively assigned (2017-07-06 JDM). ",654.716867963743,10300
"200",2009-04-26,"D06174","NZMS",2,0.5,0.5,0,0.01,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","4",NA,NA,1,4,"Day","12:07:00",5.33,"","Net",NA,97.94,0.31,19.85,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 9390 cfs. Original SampleID 374. Barcode retroactively assigned (2017-07-06 JDM). ",1170.39355658096,9600
"201",2009-04-26,"D06176","NZMS",0,NA,NA,NA,0,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","6",NA,NA,1,4,"Day","12:22:00",5.38,"","Net",NA,95.28,0.29,19.31,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 9545 cfs. Original SampleID 375. Barcode retroactively assigned (2017-07-06 JDM). ",0,9600
"202",2009-04-26,"D06181","NZMS",0,NA,NA,NA,0,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","3",NA,NA,1,4,"Day","08:07:00",5.37,"","Net",NA,57.08,0.18,11.57,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 6610 cfs. Original SampleID 373. Barcode retroactively assigned (2017-07-06 JDM). ",0,9600
"203",2009-04-26,"D06173","NZMS",2,0.5,0.5,0,0.01,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","2",NA,NA,1,4,"Day","08:00:00",5.27,"","Net",NA,57.46,0.18,11.65,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 6560 cfs. Original SampleID 372. Barcode retroactively assigned (2017-07-06 JDM). ",1994.18987966798,9600
"204",2009-04-26,"D06172","NZMS",0,NA,NA,NA,0,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","1",NA,NA,1,4,"Day","07:52:00",5.23,"","Net",NA,70.02,0.22,14.19,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 6530 cfs. Original SampleID 371. Barcode retroactively assigned (2017-07-06 JDM). ",0,9600
"205",2009-04-26,"D06177","NZMS",0,NA,NA,NA,0,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","7",NA,NA,1,4,"Day","12:31:00",5.32,"","Net",NA,99.18,0.31,20.1,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 9620 cfs. Original SampleID 376. Barcode retroactively assigned (2017-07-06 JDM). ",0,9600
"206",2009-04-27,"D06190","NZMS",2,0.5,0.5,0,0.01,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","12",NA,NA,1,4,"Day","09:11:00",5.68,"","Net",NA,94.69,0.28,19.19,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 8360 cfs. Original SampleID 378. Barcode retroactively assigned (2017-07-06 JDM). ",944.210465505816,10200
"207",2009-04-27,"D06188","NZMS",6,0.5,0.5,0,0.02,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","14",NA,NA,1,4,"Day","13:19:00",4.92,"","Net",NA,130.63,0.44,26.48,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 11825 cfs. Original SampleID 380. Barcode retroactively assigned (2017-07-06 JDM). ",2052.80198259705,10200
"208",2009-04-27,"D06189","NZMS",10,0.5,0.5,0,0.04,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","15",NA,NA,1,4,"Day","13:29:00",5.12,"","Net",NA,123.26,0.4,24.98,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 11900 cfs. Original SampleID 381. Barcode retroactively assigned (2017-07-06 JDM). ",3626.78119156457,10200
"209",2009-04-27,"D06182","NZMS",5,0.5,0.5,0,0.02,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","16",NA,NA,1,4,"Day","13:38:00",5.23,"","Net",NA,114.73,0.37,23.26,FALSE,"","Foodbase",2009-07-09,NA,FALSE,"","","Discharge = 11900 cfs. Original SampleID 382. Barcode retroactively assigned (2017-07-06 JDM). ",1947.48482728467,10200
"210",2009-04-27,"D06191","NZMS",2,1,1,0,0.04,NA,"LF20090426","GrandCanyon","CRLeesFerry",0,"","13",NA,NA,1,4,"Day","09:20:00",5.4,"","Net",NA,78.66,0.24,15.94,FALSE,"","Foodbase",2009-04-28,NA,FALSE,"","","Discharge = 8825 cfs. Original SampleID 379. Barcode retroactively assigned (2017-07-06 JDM). ",1136.72514636491,10200
